timestamp,open,high,low,close,volume,quote_asset_volume,n_trades,taker_buy_base_volume,taker_buy_quote_volume
1702067820000.0,0.10029,0.10029,0.1002,0.10028,3282341.0,329050.45203,673.0,1352099.0,135555.63691
1702067880000.0,0.10028,0.10029,0.10023,0.10023,1459932.0,146369.91265,439.0,419383.0,42051.9668
1702067940000.0,0.10023,0.10027,0.10022,0.10022,1747021.0,175110.8976,458.0,823062.0,82500.72672
1702068000000.0,0.10022,0.10033,0.10022,0.10029,1646426.0,165108.7688,507.0,1085489.0,108848.63457
1702068060000.0,0.10028,0.10038,0.10026,0.10038,4290704.0,430449.76519,665.0,2190100.0,219737.71963
1702068120000.0,0.10039,0.10039,0.10031,0.10033,2192487.0,219978.40497,612.0,822171.0,82488.74045
1702068180000.0,0.10033,0.10043,0.10032,0.10038,2476044.0,248553.06274,583.0,2042890.0,205073.57493
1702068240000.0,0.10038,0.10043,0.10036,0.10038,2076550.0,208468.56015,817.0,1202269.0,120700.67076
1702068300000.0,0.10037,0.10051,0.10032,0.10037,7428838.0,745770.26874,1204.0,4384297.0,440180.36992
1702068360000.0,0.10036,0.10044,0.10031,0.10035,5067931.0,508643.72662,871.0,1070722.0,107478.9391
1702068420000.0,0.10034,0.10036,0.10027,0.10036,2889307.0,289799.17202,684.0,1517657.0,152227.62005
1702068480000.0,0.10035,0.1004,0.1003,0.10036,1657157.0,166304.56364,493.0,500304.0,50206.99994
1702068540000.0,0.10036,0.10054,0.10031,0.10032,18215706.0,1829546.72279,1531.0,8844910.0,888236.85959
1702068600000.0,0.10031,0.10032,0.10017,0.10021,3332189.0,334017.74321,727.0,1389806.0,139289.878
1702068660000.0,0.10022,0.10038,0.1002,0.10038,2479065.0,248616.3112,599.0,1774081.0,177917.83441
1702068720000.0,0.10038,0.1004,0.10032,0.10039,2203631.0,221175.76574,742.0,1146297.0,115049.38848
1702068780000.0,0.10039,0.10049,0.10039,0.10042,3061410.0,307446.56773,670.0,2040711.0,204934.83647
1702068840000.0,0.10042,0.10042,0.10034,0.10039,1661589.0,166779.4471,513.0,703600.0,70622.85088
1702068900000.0,0.1004,0.10046,0.10034,0.10039,1719975.0,172700.70195,613.0,788596.0,79181.4917
1702068960000.0,0.10039,0.10046,0.10036,0.10045,2085088.0,209347.82426,509.0,1102233.0,110666.42401
1702069020000.0,0.10044,0.10052,0.10037,0.10048,5204187.0,522758.39467,897.0,3121974.0,313668.45998
1702069080000.0,0.10048,0.10059,0.10046,0.10052,4830370.0,485562.38851,1292.0,3789411.0,380930.60947
1702069140000.0,0.10051,0.10075,0.10044,0.10073,5674540.0,570899.00742,1197.0,4461877.0,448917.53238
1702069200000.0,0.10073,0.10083,0.10064,0.10078,7581191.0,763646.17263,1346.0,4624873.0,465885.69305
1702069260000.0,0.10079,0.10079,0.10064,0.10075,4527500.0,455914.5278,894.0,2525225.0,254262.37282
1702069320000.0,0.10074,0.10085,0.10074,0.10083,5190258.0,523127.25786,841.0,2900806.0,292356.40871
1702069380000.0,0.10084,0.10084,0.10067,0.1007,3598127.0,362489.86501,741.0,1594042.0,160584.75464
1702069440000.0,0.10069,0.10098,0.10068,0.10088,14436775.0,1456482.88566,2235.0,8336892.0,841056.98192
1702069500000.0,0.10086,0.10169,0.10086,0.10167,44110648.0,4468753.76596,7278.0,27134555.0,2748435.33618
1702069560000.0,0.10168,0.1018,0.1015,0.10174,22088393.0,2245618.21064,3105.0,10081193.0,1024941.54402
1702069620000.0,0.10175,0.102,0.10133,0.10184,36509420.0,3713380.38338,5141.0,20527190.0,2088186.94408
