timestamp,open,high,low,close,volume,quote_asset_volume,n_trades,taker_buy_base_volume,taker_buy_quote_volume
1702067580000.0,2358.79,2360.6,2358.71,2360.6,1904.578,4494393.88667,1994.0,1248.55,2946239.77437
1702067640000.0,2360.6,2360.61,2359.63,2360.28,1251.167,2952742.97889,1118.0,483.799,1141750.32253
1702067700000.0,2360.29,2361.2,2359.8,2359.8,1227.008,2896446.70932,1192.0,523.613,1235994.8831
1702067760000.0,2359.81,2359.81,2357.13,2358.63,1169.472,2758041.6708,1301.0,461.148,1087476.05115
1702067820000.0,2358.64,2359.35,2357.46,2359.35,527.369,1243645.50141,701.0,258.711,610081.84031
1702067880000.0,2359.35,2359.35,2358.58,2358.58,394.722,931162.54506,510.0,142.132,335269.33283
1702067940000.0,2358.58,2359.67,2358.45,2359.52,574.588,1355392.92465,650.0,406.882,959783.76
1702068000000.0,2359.52,2362.45,2359.51,2362.27,1512.946,3573309.45293,1590.0,1222.118,2886292.84266
1702068060000.0,2362.28,2363.58,2361.84,2363.0,2665.542,6298065.02891,2313.0,1328.979,3140079.51968
1702068120000.0,2363.0,2363.4,2362.52,2363.27,1304.809,3083393.0245,1192.0,716.265,1692563.5439
1702068180000.0,2363.27,2363.67,2362.74,2363.59,1860.575,4397064.66309,1433.0,1383.679,3270057.20385
1702068240000.0,2363.59,2364.99,2363.42,2363.85,2620.29,6194744.93448,2129.0,1339.896,3167753.64538
1702068300000.0,2363.85,2363.98,2360.35,2360.4,2644.314,6247091.99435,2119.0,526.069,1243018.14075
1702068360000.0,2360.44,2362.76,2360.44,2362.49,1234.33,2915014.85784,1614.0,664.825,1569979.62782
1702068420000.0,2362.49,2362.63,2361.79,2362.0,515.066,1216661.85107,777.0,309.794,731770.4347
1702068480000.0,2362.0,2362.38,2361.02,2361.02,733.764,1732918.2588,823.0,212.243,501270.07489
1702068540000.0,2361.02,2362.97,2360.8,2362.85,688.845,1627121.94603,1001.0,497.996,1176318.45001
1702068600000.0,2362.84,2363.54,2362.5,2363.44,954.848,2256266.46725,930.0,693.733,1639263.97431
1702068660000.0,2363.44,2364.56,2362.73,2363.97,1219.441,2882468.09519,1393.0,960.549,2270550.01221
1702068720000.0,2363.97,2364.7,2363.62,2364.4,938.619,2219135.44572,1025.0,619.287,1464139.4
1702068780000.0,2364.39,2366.1,2363.61,2365.64,2953.25,6985567.78527,2285.0,2137.442,5055817.70761
1702068840000.0,2365.64,2366.6,2363.89,2366.04,3410.481,8067160.6687,2322.0,1950.975,4615388.72706
1702068900000.0,2366.03,2366.77,2364.66,2365.41,1941.297,4592611.11271,1641.0,1003.348,2373881.04478
1702068960000.0,2365.41,2367.2,2364.76,2367.0,1448.113,3426787.44998,1619.0,1165.003,2756857.38251
1702069020000.0,2367.0,2369.8,2366.59,2369.69,4848.016,11482896.29284,4012.0,2497.632,5915991.80338
1702069080000.0,2369.7,2369.9,2368.37,2368.37,2606.207,6174619.71349,2007.0,942.872,2234021.60889
1702069140000.0,2368.36,2368.82,2367.0,2367.52,2045.645,4843608.35741,1930.0,1193.014,2824714.46873
1702069200000.0,2367.53,2367.61,2365.07,2365.82,2339.253,5535502.09476,1864.0,394.76,933950.4387
1702069260000.0,2365.82,2366.17,2364.61,2366.15,1526.574,3611031.41708,1260.0,377.909,893988.06378
1702069320000.0,2366.15,2368.31,2366.15,2368.31,1396.793,3306668.80563,1235.0,975.154,2308463.09781
1702069380000.0,2368.3,2368.31,2364.14,2364.56,3584.025,8478676.2551,2628.0,636.869,1506640.45741
1702069440000.0,2364.56,2366.16,2364.33,2365.51,1811.376,4284035.23395,1224.0,1121.979,2653321.39545
1702069500000.0,2365.51,2365.74,2363.0,2363.91,1806.515,4271115.48067,1759.0,498.264,1177961.6366
1702069560000.0,2363.9,2365.0,2363.9,2364.61,857.003,2026496.23673,1039.0,360.502,852365.40849
1702069620000.0,2364.61,2365.0,2363.66,2363.66,795.414,1880573.38785,797.0,381.518,901999.78547
1702069680000.0,2363.67,2365.0,2363.66,2364.99,968.099,2289007.82281,1161.0,488.129,1154077.42205
1702069740000.0,2365.0,2365.75,2364.89,2365.73,743.381,1758357.69576,801.0,449.296,1062734.90466
1702069800000.0,2365.73,2366.41,2365.39,2366.3,979.402,2317167.91864,1092.0,623.809,1475897.43814
1702069860000.0,2366.29,2368.85,2365.61,2367.11,5367.938,12708407.1864,3036.0,3989.866,9445655.81644
1702069920000.0,2367.12,2367.45,2362.25,2364.23,7708.067,18224937.70337,3561.0,1995.763,4718841.03656
1702069980000.0,2364.23,2364.24,2362.03,2363.16,2767.506,6539612.01102,1855.0,839.914,1984707.42317
1702070040000.0,2363.15,2363.89,2362.47,2363.89,709.551,1676692.47593,805.0,387.423,915528.18357
1702070100000.0,2363.9,2365.44,2363.78,2364.51,1440.587,3406356.70399,1309.0,977.57,2311499.37676
1702070160000.0,2364.51,2365.49,2364.43,2365.38,417.547,987481.90133,534.0,212.376,502266.08383
1702070220000.0,2365.37,2367.7,2364.74,2367.46,1780.712,4213778.32848,1617.0,1239.045,2931997.59548
1702070280000.0,2367.46,2367.48,2366.92,2367.09,542.294,1283694.78079,779.0,277.283,656368.29986
1702070340000.0,2367.09,2368.27,2366.56,2367.84,1823.722,4317683.6458,1678.0,1045.671,2475543.23826
1702070400000.0,2367.84,2369.17,2367.62,2368.92,1052.302,2492099.20331,1255.0,643.556,1524157.30082
1702070460000.0,2368.91,2369.1,2368.12,2369.09,854.543,2023960.35303,896.0,386.547,915518.4937
1702070520000.0,2369.1,2371.0,2368.22,2370.11,4547.634,10778051.55538,3603.0,2867.964,6797332.19887
1702070580000.0,2370.01,2373.61,2369.47,2371.02,8574.052,20333964.57244,5155.0,5937.132,14081039.99261
1702070640000.0,2371.03,2375.59,2370.91,2373.66,7910.289,18778388.85204,5681.0,4663.929,11071540.22568
1702070700000.0,2373.65,2379.56,2373.65,2377.79,9717.298,23096824.16498,7512.0,6710.933,15951092.3487
1702070760000.0,2377.78,2377.86,2373.78,2374.76,2928.313,6957113.8815,2876.0,1184.777,2814717.90145
1702070820000.0,2374.76,2375.75,2373.0,2373.99,3346.28,7944516.70854,2534.0,1154.772,2741470.57708
1702070880000.0,2373.99,2374.76,2373.6,2374.05,1592.421,3780658.85826,1265.0,641.654,1523390.52682
1702070940000.0,2374.1,2375.59,2373.8,2373.96,1813.681,4307456.10866,1651.0,727.506,1727747.93337
1702071000000.0,2374.04,2375.55,2373.71,2375.54,2340.473,5558337.18963,1406.0,1937.48,4601353.76258
1702071060000.0,2375.54,2375.55,2373.32,2374.04,2135.405,5069593.26045,1534.0,800.945,1901453.43665
1702071120000.0,2374.04,2378.22,2374.04,2377.7,3873.137,9201910.14888,1782.0,3331.029,7913475.49574
1702071180000.0,2377.71,2378.52,2376.8,2377.2,2202.364,5236615.70724,1918.0,507.424,1206478.16906
1702071240000.0,2377.2,2377.2,2374.09,2375.24,1245.738,2959239.82915,1719.0,483.892,1149368.73193
1702071300000.0,2375.24,2376.8,2375.19,2375.52,1881.562,4470207.61736,1466.0,718.692,1707384.12703
1702071360000.0,2375.53,2375.9,2374.6,2375.17,645.259,1532643.89009,1094.0,221.095,525120.64319
1702071420000.0,2375.16,2375.16,2372.4,2372.79,1627.766,3863274.28337,1568.0,513.107,1217727.94723
1702071480000.0,2372.79,2374.4,2372.79,2373.22,2046.079,4856101.62686,1432.0,708.911,1682512.09416
1702071540000.0,2373.21,2373.21,2371.11,2372.03,2041.455,4842090.20053,1744.0,549.229,1302711.95872
1702071600000.0,2372.03,2372.46,2368.47,2369.22,3593.014,8515184.98906,2916.0,1338.159,3171364.55163
1702071660000.0,2369.21,2369.36,2366.18,2367.48,6697.342,15858375.79067,3347.0,1546.557,3662278.66061
1702071720000.0,2367.49,2367.49,2364.0,2365.28,3835.365,9071042.27058,2934.0,1219.2,2883085.29465
1702071780000.0,2365.28,2365.71,2363.2,2364.02,2480.251,5864436.57544,2043.0,927.865,2193875.46758
1702071840000.0,2364.02,2368.14,2364.02,2367.65,2494.528,5903910.38159,2044.0,1733.171,4101811.74521
1702071900000.0,2367.65,2368.39,2365.01,2367.07,2221.927,5259196.4366,1976.0,850.805,2013811.9817
1702071960000.0,2367.07,2368.77,2367.07,2368.41,913.845,2164096.35971,937.0,615.659,1457975.80212
1702072020000.0,2368.41,2368.49,2365.43,2366.59,2070.708,4899981.67155,1583.0,755.58,1787850.31101
1702072080000.0,2366.59,2366.98,2362.16,2362.17,3686.828,8715245.23002,2219.0,849.298,2007806.3429
1702072140000.0,2362.2,2366.09,2362.2,2366.08,1765.83,4175894.80905,1362.0,1005.443,2377530.45492
1702072200000.0,2366.07,2366.2,2364.18,2365.51,1048.119,2478804.52496,1164.0,566.762,1340328.91758
1702072260000.0,2365.52,2366.28,2364.18,2365.94,856.047,2024878.47749,1057.0,455.342,1077121.91448
1702072320000.0,2365.94,2366.2,2364.65,2366.2,525.714,1243617.21439,837.0,289.146,683992.75385
1702072380000.0,2366.2,2366.99,2365.93,2366.89,795.734,1883042.56928,902.0,458.02,1083845.94319
1702072440000.0,2366.89,2367.66,2366.19,2366.19,1284.615,3040645.29589,1222.0,319.315,755821.1289
